1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
571秒,1,其他科室‐麻醉科,2,2,2,3,2,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,2,4,2,3,4,4,4,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,1,3,3,3,3,3,3,3,3,1,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4
507秒,1,内科‐肾脏内科,3,2,2,3,3,4,3,4,4,1,5,5,5,5,1,4,1,4,4,5,4,2,3,4,2,1,5,3,2,3,4,2,4,1,2,2,2,4,5,1,2,5,2,5,1,4,2,1,2,3,1,5,5,4,3,4,3,4,4,2,2,3,3,4,2,3,3,3,2,2,3,3,3,3,3,3,2,1,2,2,1,2,2,3,2,2,2,3,2
348秒,1,内科‐血液内科,2,2,1,3,2,2,1,4,4,1,5,5,4,5,4,4,1,4,1,5,4,1,4,4,1,1,4,4,1,5,4,1,4,2,2,2,3,4,4,2,2,2,2,5,2,3,2,2,3,3,2,4,4,3,2,1,1,1,3,2,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336秒,1,内科‐神经内科,3,2,2,3,3,4,1,5,4,1,5,5,5,5,4,5,4,5,4,5,5,4,4,5,1,1,5,5,1,5,5,1,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,2,4,3,4,4,5,4,4,5,4,5,5,5,3,3,5,5,4,5,3,4,3,4,5,5,4,4,5,4,5,3,4,3,4,2,4
486秒,1,其他科室‐健康管理中心,5,2,2,4,4,6,1,5,4,2,5,5,4,4,1,4,1,4,2,5,5,2,4,5,1,1,4,3,2,5,3,2,3,2,1,1,4,4,5,3,2,1,3,5,2,4,2,1,3,4,2,5,4,2,3,2,2,2,4,3,3,3,4,5,3,3,3,2,3,5,4,3,4,3,3,3,2,1,3,4,3,2,2,3,2,2,2,2,1
494秒,1,内科‐肾脏内科,4,2,2,3,3,5,5,5,5,2,5,5,5,4,2,4,2,4,4,5,4,2,4,4,1,1,5,4,1,2,4,1,4,2,2,2,2,4,4,2,4,2,2,4,2,2,2,2,2,2,2,4,4,4,1,1,1,1,4,1,2,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2
525秒,1,外科‐泌尿外科,2,2,2,3,3,3,1,2,5,2,4,5,5,5,3,3,2,5,3,5,4,2,3,4,4,2,3,3,2,2,3,1,3,1,1,2,3,4,3,3,4,3,3,5,2,3,2,3,4,4,3,4,4,3,4,5,5,5,5,5,3,5,4,5,4,4,4,4,3,5,4,4,3,4,4,4,5,3,4,1,3,3,3,5,3,2,4,3,3
283秒,1,内科‐其他,4,1,2,3,3,4,4,5,5,5,5,5,4,5,4,3,5,4,4,3,4,4,3,4,4,4,4,4,3,4,4,2,4,3,2,4,2,4,4,4,4,2,4,3,2,4,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
694秒,1,其他科室‐ICU,3,2,2,2,3,3,2,4,5,2,5,5,5,5,2,4,1,5,4,5,4,3,4,5,2,1,5,5,2,5,5,2,3,2,2,3,3,4,3,3,3,2,3,4,4,3,2,3,4,5,3,3,5,4,3,2,3,3,4,2,3,4,4,4,2,3,3,1,1,4,2,4,2,3,4,4,3,2,3,3,3,3,2,3,3,1,1,2,2
494秒,1,其他科室‐健康管理中心,4,2,2,3,3,5,1,5,5,1,5,5,5,5,1,5,1,5,1,5,5,1,5,5,5,1,5,5,1,5,5,1,5,1,1,1,1,5,5,3,1,1,1,5,1,3,3,3,3,3,3,3,3,3,4,5,3,3,5,3,3,3,3,3,3,3,3,1,3,5,3,3,3,3,3,5,3,3,5,3,1,1,1,1,1,1,1,1,1
346秒,1,其他科室‐口腔科,4,2,2,3,3,6,1,5,4,1,5,5,5,5,5,5,2,5,2,5,5,4,4,5,1,1,5,5,1,5,5,1,5,1,1,1,1,5,5,1,1,2,1,5,1,2,1,1,2,2,1,4,4,2,3,2,3,3,3,3,2,5,5,5,5,5,2,2,5,5,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,2,2
391秒,1,内科‐呼吸内科,4,2,2,4,3,4,1,5,5,1,5,4,4,5,2,4,2,4,3,4,5,1,4,4,1,2,4,4,2,4,4,2,4,2,2,2,3,4,4,2,2,2,2,4,2,4,2,2,3,3,2,3,4,3,1,1,1,3,2,1,1,3,3,3,2,3,3,3,3,4,1,4,2,2,2,2,3,2,2,4,2,3,1,1,1,1,3,1,1
759秒,1,内科‐呼吸内科,3,2,2,3,3,4,1,4,4,1,5,5,5,5,2,5,1,1,2,5,5,5,5,5,1,1,5,2,1,3,5,2,5,3,3,3,3,3,4,4,2,4,4,4,2,5,5,5,5,5,5,5,5,5,3,3,3,3,3,1,1,1,4,4,4,4,2,2,3,2,2,3,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1
327秒,1,内科‐血液内科,2,2,1,3,2,2,2,3,4,2,4,4,4,4,2,4,1,4,3,4,4,3,3,4,1,1,5,4,3,4,4,1,4,2,3,2,2,4,4,3,2,2,2,4,3,3,2,2,2,3,3,4,4,4,3,3,3,3,3,3,2,2,3,3,3,3,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1
436秒,1,其他科室‐耳鼻咽喉科,2,2,2,3,2,2,1,4,4,1,5,5,5,5,5,5,1,5,3,4,4,3,3,4,2,2,4,4,3,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
623秒,1,其他科室‐麻醉科,2,2,2,3,2,3,1,5,4,2,5,5,5,5,5,5,1,5,4,5,5,1,5,5,1,2,5,4,2,2,5,1,5,2,2,2,3,5,4,2,1,1,1,5,1,5,1,1,1,1,1,5,5,2,3,2,3,3,3,1,1,3,3,1,3,1,1,1,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1
904秒,1,内科‐其他,3,2,2,3,3,4,4,4,2,2,5,4,4,4,2,4,2,5,2,4,4,4,4,4,1,2,4,2,2,2,2,2,4,2,2,2,3,4,4,2,3,2,3,4,2,4,3,2,4,2,2,4,2,2,4,4,3,4,4,3,2,4,4,4,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2
482秒,1,其他科室‐健康管理中心,4,2,2,4,3,5,3,4,4,2,4,4,4,4,3,4,2,4,3,4,4,2,4,4,2,2,4,4,2,4,4,2,4,3,2,2,2,3,4,4,3,3,3,3,3,3,2,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
673秒,1,内科‐血液内科,3,2,2,3,3,4,1,1,4,2,5,5,5,5,1,5,1,5,1,5,4,4,3,4,1,1,5,1,1,2,3,2,4,2,3,2,2,4,4,3,4,2,2,4,4,2,2,4,2,4,2,1,4,4,3,4,3,3,3,1,1,4,4,3,2,3,1,2,1,3,1,3,3,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1
802秒,1,内科‐肾脏内科,3,2,2,3,3,4,2,4,4,2,5,5,4,5,1,3,3,4,2,5,4,3,3,4,2,2,4,2,2,3,2,2,3,3,2,2,2,4,5,2,2,1,2,3,3,2,2,2,2,4,2,5,4,3,4,3,4,4,5,3,3,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,4,2,2,3,2,2
393秒,1,其他科室‐健康管理中心,4,2,2,3,3,6,2,4,4,2,4,4,4,4,4,4,2,4,3,3,3,3,3,4,2,2,4,4,2,4,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,1,3
595秒,1,其他科室‐健康管理中心,4,2,2,4,3,5,4,3,5,1,3,5,5,3,1,5,1,5,3,4,5,2,5,4,1,1,5,4,1,5,5,1,5,2,2,2,2,5,5,1,2,1,2,5,2,3,2,2,1,2,1,5,5,5,1,1,1,1,1,1,1,4,3,1,4,4,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416秒,1,其他科室‐耳鼻咽喉科,2,2,1,3,3,3,2,3,4,2,4,4,4,4,2,4,2,4,2,4,4,2,4,4,2,2,4,3,2,3,3,2,4,2,2,2,2,3,3,2,2,2,2,4,2,3,2,2,3,3,2,4,4,2,3,3,3,3,4,3,3,4,3,3,3,4,3,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
306秒,1,其他科室‐其他,4,2,2,3,2,5,2,4,4,2,4,5,5,5,5,5,2,5,5,5,5,3,5,5,2,1,5,5,1,5,5,2,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
911秒,1,外科‐神经外科,3,2,2,3,2,3,1,5,4,1,5,4,5,5,1,3,2,5,2,5,5,1,4,4,1,1,5,4,1,4,4,1,4,1,2,2,2,3,4,2,2,2,2,3,3,2,2,3,2,4,2,4,4,4,3,2,3,1,3,1,1,3,3,2,3,2,1,1,3,1,1,3,3,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1
338秒,1,其他科室‐其他,3,2,2,3,3,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,1,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,2,2,2,2,1
279秒,1,其他科室‐ICU,2,1,2,4,2,3,4,4,4,3,4,5,4,4,3,4,3,3,4,4,4,2,3,2,4,3,3,2,2,3,4,2,4,2,2,2,3,3,3,3,4,3,3,3,3,2,3,2,2,2,3,3,2,3,3,4,2,3,4,3,2,3,3,4,3,2,2,2,2,3,2,3,2,2,1,2,4,3,3,1,3,2,2,3,3,2,3,2,3
665秒,1,内科‐内分泌科,2,2,1,3,2,2,2,4,4,1,4,5,4,5,4,4,5,4,5,5,4,1,4,5,1,2,5,4,2,5,5,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5,2,2,5,5,5,5,4,5,3,2,3,4,1
587秒,1,外科‐其他,4,2,2,4,3,4,1,4,5,1,5,5,5,5,4,5,1,5,4,5,5,4,5,5,5,1,5,5,1,5,5,1,5,1,1,2,4,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384秒,1,其他科室‐健康管理中心,2,2,2,3,2,3,1,4,4,1,4,4,4,5,3,4,2,4,3,4,4,3,3,4,1,1,4,3,4,4,3,2,4,3,3,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,5,4,4,3,1,2,1,2,3,3,3,2,4,3,3,4,4,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3
465秒,1,其他科室‐麻醉科,2,2,2,3,3,3,4,4,4,3,5,5,4,5,2,3,2,5,3,4,5,3,3,5,1,1,5,4,2,5,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,1,3,3,2,5,4,2,3,3,3
556秒,1,内科‐内分泌科,2,2,2,3,2,2,1,5,5,1,5,5,5,5,1,5,1,5,4,5,5,1,5,5,1,1,5,2,1,5,5,1,5,1,1,1,1,5,5,1,1,1,1,5,1,5,1,1,1,5,1,5,5,1,1,1,3,2,3,1,1,4,3,3,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
439秒,1,其他科室‐健康管理中心,5,2,2,3,3,6,2,4,4,1,5,5,4,5,3,4,1,3,4,4,4,3,4,5,1,1,5,3,2,4,4,2,4,2,2,3,3,3,4,2,3,3,3,4,2,3,2,2,2,3,2,4,4,4,4,4,3,5,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,5,4,3,3,4,2,2,3
466秒,1,内科‐肾脏内科,2,2,1,3,2,2,2,4,4,2,4,5,5,5,4,4,4,4,4,5,4,3,4,4,2,1,4,4,2,4,4,1,4,1,2,2,3,3,4,3,2,2,2,3,2,3,3,2,2,2,3,3,4,3,4,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,4,2,2,2,2,3,2,2,2,2
408秒,1,内科‐血液内科,2,2,2,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,4,5,5,4,5,4,4,4,4,4,3,2,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
671秒,1,其他科室‐健康管理中心,3,2,1,4,3,4,1,4,3,1,5,5,5,5,2,4,1,5,2,4,4,2,4,4,1,1,5,5,1,5,5,1,5,2,2,3,1,4,4,1,4,2,3,4,2,2,2,2,2,2,2,4,5,4,3,3,3,3,1,1,1,3,2,3,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1
335秒,2,其他科室‐健康管理中心,4,2,2,3,3,5,1,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,5,5,1,1,5,5,5,5,5,1,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4064秒,1,内科‐其他,4,2,2,3,3,4,2,4,4,2,4,4,4,5,2,5,4,5,4,5,4,4,4,5,2,2,5,5,1,5,4,1,4,2,3,3,3,3,4,3,3,2,3,4,2,1,3,2,4,4,2,4,4,3,3,3,3,3,4,4,3,3,3,3,4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
320秒,1,外科‐神经外科,1,2,1,3,1,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1
522秒,1,外科‐神经外科,2,2,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,2,3,4,3,3,3,3,4,3,3,2,2,3,4,3,2,2,2,2,5,3,3,2,2,2,5,3,3,4,4,3,3,4,4,4,4,3,4,3,4,3,3,4,4,5,4,3,4,3,3,3,3,3,3,3,4,2,4,3,4,4,3,3,3,3
517秒,1,外科‐神经外科,5,2,2,3,3,6,1,4,4,1,5,5,5,5,1,5,1,5,2,4,4,2,4,4,1,1,5,4,2,4,4,1,4,3,2,3,2,4,4,3,3,2,3,4,3,3,2,2,3,4,2,4,4,4,4,3,4,3,5,2,2,4,4,3,4,4,4,4,4,5,2,5,3,4,4,5,3,2,4,2,2,2,2,3,3,2,2,2,2
354秒,1,其他科室‐急诊科,3,2,2,3,3,4,1,4,4,2,5,4,4,4,5,4,4,4,4,4,4,4,5,5,1,1,5,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,5,2,2,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3
621秒,1,其他科室‐健康管理中心,4,2,2,3,3,5,1,5,5,2,5,5,5,5,2,4,2,4,2,4,4,2,4,4,2,2,4,2,2,4,4,1,4,1,2,2,2,4,3,2,2,2,2,4,2,2,2,2,2,3,2,3,4,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
324秒,1,内科‐其他,2,2,2,3,2,3,2,4,4,2,4,4,4,4,4,4,2,4,3,4,4,3,4,4,2,1,4,3,2,4,3,2,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,5,4,5,5,5,3,3,5,5,5,3,5,4,4,4,5,4,3,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3
1253秒,1,内科‐肾脏内科,3,2,2,2,2,3,1,2,4,1,5,5,4,5,1,4,2,4,4,4,4,2,4,4,1,2,4,3,3,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,1,3,2,4,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1
398秒,1,外科‐神经外科,3,2,2,3,3,4,1,5,5,1,5,5,5,5,5,3,1,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
304秒,1,外科‐神经外科,1,2,1,3,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,2,2,3,2,2,3,4,3,2,2,1,2,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2
515秒,1,其他科室‐肿瘤科,2,2,1,3,3,3,4,5,4,2,5,5,5,5,4,4,2,5,4,5,5,4,4,5,2,2,5,4,2,5,4,2,5,2,2,2,3,3,4,4,4,2,2,4,2,3,2,3,4,4,3,4,4,4,5,3,4,3,4,4,1,4,3,3,4,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2
621秒,1,外科‐神经外科,3,2,2,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,1,5,5,5,5,4,1,5,2,2,3,4,5,5,4,5,4,4,5,2,3,4,2,4,4,2,2,4,4,5,3,5,4,5,5,4,5,3,1,2,5,2,3,4,5,5,5,4,5,5,4,1,1,1,2,4,5,3,4,3,2,2,4,2
297秒,1,其他科室‐健康管理中心,3,2,1,3,3,4,3,3,3,3,3,5,5,5,1,3,1,5,3,5,5,3,5,5,1,1,5,5,1,1,3,1,5,3,3,3,3,5,5,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,5,3,3,4,3,3,3,3,4,4,3,4,4,4,4,3,3,1,1,1,3,3,1,3,1,1,1,1
438秒,1,内科‐内分泌科,2,2,1,3,2,3,2,4,4,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,2,1,5,4,2,4,4,1,4,2,2,2,2,4,3,2,2,2,2,4,2,2,2,2,4,4,2,4,4,4,3,4,4,4,5,3,2,5,4,3,4,3,3,3,4,5,3,3,4,4,3,3,2,2,3,1,3,3,2,4,3,2,2,2,2
411秒,1,其他科室‐其他,4,2,2,4,3,4,2,3,4,3,4,4,4,4,2,5,1,5,4,4,4,4,4,4,2,2,4,4,1,5,4,3,4,1,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,5,3,5,3,5,3,3,5,5,5,3,3,3,2,3,5,4,3,3,3,3,3,3,3,5,3,3,3,2,5,3,1,3,1,3
341秒,1,内科‐肾脏内科,1,2,1,3,2,2,2,5,5,1,5,5,5,5,1,5,1,5,4,5,5,2,4,5,1,1,5,5,5,5,5,1,5,1,1,3,5,5,5,3,1,1,3,5,2,5,1,1,1,5,3,5,5,5,3,3,3,3,4,2,1,3,2,1,2,1,1,1,1,4,1,4,1,1,1,1,3,2,4,4,1,1,1,1,1,1,1,1,1
593秒,1,外科‐移植专科,3,2,2,3,3,4,1,5,5,2,5,5,5,5,2,5,1,5,3,5,5,2,5,5,1,4,5,4,5,4,5,1,5,1,2,2,1,4,4,1,1,1,1,5,4,3,2,2,3,2,3,5,5,4,2,1,2,2,4,4,1,4,4,4,5,5,2,3,1,5,4,5,3,2,2,3,2,2,2,4,2,2,2,2,2,2,3,2,2
170秒,2,其他科室‐健康管理中心,3,2,2,4,3,4,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
940秒,1,外科‐普外科,1,2,1,3,1,2,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,2,4,5,2,2,5,5,2,5,5,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
382秒,1,内科‐肾脏内科,1,2,1,3,1,1,4,4,5,1,5,5,5,5,1,4,1,5,4,5,5,2,5,5,1,1,5,5,1,5,5,1,4,2,2,1,3,4,4,2,2,2,3,5,2,3,1,1,3,4,3,4,4,2,1,1,1,3,3,2,1,3,3,3,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,1
506秒,1,外科‐神经外科,4,2,2,3,3,4,5,4,4,2,5,5,5,5,1,3,1,1,1,4,5,5,3,5,1,1,5,4,1,4,3,1,4,1,2,2,5,5,4,2,5,3,5,5,5,3,3,1,2,5,1,3,5,3,3,4,3,5,3,1,3,5,3,5,5,4,3,3,2,5,2,4,1,3,2,5,4,3,3,5,3,3,4,3,2,2,2,2,1
533秒,1,其他科室‐急诊科,2,2,2,3,2,2,4,3,3,2,4,4,4,4,3,2,4,4,4,4,3,4,3,4,3,1,4,4,2,4,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,4,3,2,3,3,3,3,5,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3
351秒,1,其他科室‐ICU,3,2,2,3,3,4,1,4,5,1,5,5,5,5,1,4,2,5,4,4,4,2,4,4,2,4,4,4,2,4,3,2,4,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1059秒,1,外科‐其他,2,2,2,3,2,3,1,4,4,1,5,5,5,4,3,3,3,4,3,4,4,3,3,4,2,4,3,3,3,3,4,4,4,3,3,3,2,4,3,3,4,3,3,3,4,3,3,4,3,3,4,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3
357秒,1,其他科室‐耳鼻咽喉科,2,2,1,3,2,3,2,3,4,2,4,4,4,4,4,4,4,4,3,4,4,2,4,4,1,1,4,4,2,4,4,1,4,1,3,3,3,3,3,3,3,2,3,4,3,2,2,3,2,4,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,2,2,2,2,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,1
1443秒,1,外科‐其他,2,2,1,3,2,2,4,4,4,4,4,5,4,4,2,3,2,3,2,4,4,4,4,4,2,2,4,3,2,4,3,3,3,3,2,2,3,4,4,2,2,2,3,4,2,3,2,2,2,4,2,4,4,4,5,3,4,3,3,2,2,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,2,3,2,2,2,2,2,3,2,1
508秒,1,内科‐肾脏内科,2,2,2,3,3,3,1,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,5,5,1,4,5,1,5,1,1,1,4,5,5,4,5,1,4,5,4,4,2,2,1,5,1,5,5,5,5,1,3,1,4,1,1,1,5,4,4,3,3,1,3,4,2,3,2,2,2,2,2,4,3,2,2,2,2,2,3,2,1,1,2
626秒,1,外科‐神经外科,3,2,1,3,3,4,1,5,4,1,5,5,4,5,1,4,1,5,3,4,4,3,3,4,2,1,2,2,1,2,2,2,3,3,1,1,1,4,4,1,1,1,1,1,1,1,2,1,4,4,2,1,3,1,4,3,3,2,4,1,3,4,2,2,3,3,1,1,1,3,4,3,4,3,3,3,2,1,2,1,3,1,1,2,2,1,1,1,1
734秒,1,内科‐肾脏内科,3,2,2,3,2,4,4,4,3,2,4,5,5,5,2,3,1,4,4,5,4,2,4,4,1,1,5,4,2,4,5,1,4,2,3,2,3,3,3,2,4,1,3,4,2,2,2,2,2,4,2,4,4,3,4,4,3,3,4,1,2,4,4,3,3,4,3,2,2,3,2,4,3,4,3,3,3,3,3,2,3,1,2,3,2,1,2,2,2
445秒,1,内科‐心血管内科,2,2,1,3,3,3,2,3,4,2,4,4,3,3,4,2,2,4,4,4,4,3,4,3,2,2,4,2,2,3,3,2,3,4,2,2,2,3,3,2,2,4,2,4,2,2,2,2,2,2,2,4,4,4,4,3,3,3,5,3,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,2,1,2,1,1,1,1,1
871秒,1,外科‐普外科,2,2,2,3,2,3,1,4,4,1,5,5,5,5,2,4,1,4,3,4,4,2,4,5,3,1,4,4,2,4,4,2,4,2,2,2,1,4,4,1,1,2,2,5,3,2,2,2,2,3,1,4,4,4,1,1,3,3,4,1,1,4,5,3,4,3,3,4,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1
354秒,1,其他科室‐健康管理中心,4,2,2,3,3,4,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,2,4,2,2,2,2,3,4,2,3,2,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2
479秒,1,其他科室‐健康管理中心,3,2,2,3,2,3,2,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,2,2,4,2,3,3,3,2,3,2,3,3,3,4,4,4,4,3,3,4,3,3,3,4,3,4,3,3,3,3,5,3,3,3,1,3,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
